inci_name,cas_no,function,substance
benzyl benzoate,120-51-4,antimicrobial; perfuming; solvent,benzyl benzoate
parfum,,deodorant; masking; perfuming,parfum
rosa wichuraiana stem extract,,antioxidant; astringent; emollient; hair-conditioning,rosa wichuraiana stem extract
citronellyl phenylacetate,139-70-8,perfuming,citronellyl phenylacetate
geranyl benzoate,94-48-4,perfuming,1-chloro-2-nitrobenzene
tricyclodecenyl propionate,17511-60-3,deodorant; masking; perfuming,diphenyl-o-tolylphosphine
hexyloxyacetaldehyde dimethyl acetal,17597-95-4,perfuming,"hexane, 1-(2,2-dimethoxyethoxy)-"
trimethylbicyclo-2-heptanone,4695-62-9,perfuming,(+-)-fenchone
zostera marina callus extract,,antimicrobial; antioxidant; skin-conditioning,zostera marina callus extract
pterocarpus soyauxii wood extract,,astringent,pterocarpus soyauxii wood extract
methoxy-tetrahydro-methylenepyranyl-phenol,128489-04-3,perfuming,2-methoxy-4-(tetrahydro-4-methylene-2h-pyran-2-yl)phenol
angelica keiskei callus extract,,antimicrobial; antioxidant; hair-conditioning; skin-conditioning,angelica keiskei callus extract
p-anisyl formate,122-91-8,perfuming,4-methoxybenzyl formate
salix alba bark water,84082-82-6,astringent; skin-conditioning; soothing; tonic,salix alba bark water
liquidambar orientalis balsam oil,94891-27-7,perfuming,liquidambar orientalis balsam oil
decahydro-hydroxy-tetramethyl-naphthalene-ethanol,55881-96-4,perfuming,"decahydro-2-hydroxy-2,5,5,8a-tetramethylnaphthalene-1-ethanol"
citronellyl crotonate,68039-38-3,perfuming,"3,7-dimethyloct-6-enyl but-2-enoate"
isobutylthiazole,18640-74-9,perfuming,2-isobutylthiazole
guaiacol phenylacetate,4112-89-4,perfuming,2-methoxyphenyl benzeneacetate
decanenitrile,1975-78-6,perfuming,decanenitrile
zinc borate,1332-07-6,antimicrobial,"boric acid (hbo2), zinc salt (2:1)"
3-hexenal,4440-65-7,perfuming,hex-3-enal
foeniculum vulgare dulce fruit oil,84455-29-8,perfuming,foeniculum vulgare dulce fruit oil
lolium perenne leaf extract,90063-63-1,perfuming,lolium perenne leaf extract
2‚4-hexadienyl acetate,1516-17-2,perfuming,"e,e-2,4-hexadienyl acetate"
prunus amygdalus sativa kernel oil,90320-37-9,perfuming,prunus amygdalus sativa kernel oil
allyl octanoate,4230-97-1,perfuming,allyl octanoate
hexahydro-tetramethyl-methanoazulen-5-yl methyl ketone,68039-35-0,perfuming,"ethanone, 1-(2,3,4,7,8,8a-hexahydro-3,6,8,8-tetramethyl-1h-3a,7-methanoazulen-5-yl)-"
neryl butyrate,999-40-6,perfuming,"3,7-dimethyl-2,6-octadienyl butyrate"
helichrysum italicum flower extract,90045-56-0,perfuming,helichrysum italicum flower extract
1-methyl-4-methylvinyl-cyclohexanol,138-87-4,perfuming,beta-terpineol
lactoferricin,146897-68-9,antimicrobial,lactoferricin
zingerone,122-48-5,perfuming,zingerone
hydroxynonanone,67801-46-1,perfuming,1-hydroxy-3-nonanone
8-tert-butylquinoline,67634-06-4,perfuming,8-(sec-butyl)quinoline
baccharis dracunculifolia herb oil,94406-01-6,perfuming,baccharis dracunculifolia herb oil
formaldehyde cyclodecyl methyl acetal,42604-12-6,perfuming,"cyclododecane, (methoxymethoxy)-"
tetramethylcyclohexanepropanol,4361-23-3,perfuming,tetrahydroionol
amyl isovalerate,25415-62-7,perfuming,"butanoic acid, 3-methyl-, pentyl ester"
rheum palmatum root/stalk extract,90106-27-7 / 8016-55-5,astringent; skin-conditioning; tonic,rheum palmatum root/stalk extract
eucalyptus parvula leaf oil,,astringent; deodorant; flavouring; masking,eucalyptus parvula leaf oil
3-dodecyldihydrofuranone,73263-36-2,perfuming,"3-dodecyldihydro-2(3h)-furanone, (+-)-"
2-heptylcyclopentanone,137-03-1,masking; perfuming,2-heptylcyclopentanone
sd alcohol 39-d,,astringent; solvent; viscosity-controlling,sd alcohol 39-d
santalol,11031-45-1,perfuming,2-methyl-5-(2-methyl-3-methylenebicyclo[2.2.1]hept-2-yl)-2-penten-1-ol
m-tolualdehyde,620-23-5,perfuming,3-methylbenzaldehyde
tetrahydrolinalool,78-69-3,perfuming,tetrahydrolinalool
isoeugenyl acetate,93-29-8,perfuming,"isoeugenol, acetate"
rhodopseudomonas sphaeroides ferment filtrate,,bleaching,rhodopseudomonas sphaeroides ferment filtrate
artemisinin,63968-64-9,antimicrobial; skin-conditioning,"octahydro-3,6,9-trimethyl-3,12-epoxy-12h-pyrano(4,3-j)-1,2-benzodioxepin-10(3h)-one"
isopropyl butyrate,638-11-9,perfuming,isopropyl butyrate
geranylgeraniol,24034-73-9,antimicrobial; antioxidant; humectant,tetraprenol
silver benzoate,532-31-0,antimicrobial,silver benzoate
hydrogen peroxide,7722-84-1,antimicrobial; oxidising,hydrogen peroxide
juniperus virginiana,94334-11-9,perfuming,juniperus virginiana
cistus species resin,84775-64-4,perfuming,cistus species resin
phenoxyethyl isobutyrate,103-60-6,perfuming,phenoxyethyl isobutyrate
phenylacetaldehyde dihydrogeranyl acetal,67634-04-2,perfuming,stramonin-b
4-tert-butyldihydrocinnamaldehyde,18127-01-0,perfuming,bourgeonal
tetramethylbicyclo-2-heptene-2-propionaldehyde,33885-52-8,perfuming,"alpha,alpha,6,6-tetramethylbicyclo(3.1.1)hept-2-ene-2-propanal"
hemocyanin,9013-72-3,antimicrobial; antiseborrhoeic,keyhole limpet hemocyanin
cymbopogon winterianus herb extract,91771-61-8,perfuming,cymbopogon winterianus herb extract
sambucus williamsii phytoplacenta extract,,antimicrobial; antioxidant; hair-conditioning; skin-protecting,sambucus williamsii phytoplacenta extract
piperonyl acetate,326-61-4,perfuming,piperonyl acetate
7-isopropyl-5-methylbicyclooctene-2-carbonitrile,68311-05-7,perfuming,"bicyclo[2.2.2]oct-5-ene-2-carbonitrile, 5-methyl-7-(1-methylethyl)-"
buteth-2 acetate,124-17-4,masking; perfuming; solvent; viscosity-controlling,glycol monobutyl ether acetate
propenyl p-cymene,14374-92-6,perfuming,2-prop-1-enyl-p-cymene
dibromocyanoacetamide,10222-01-2,antimicrobial,"2,2-dibromo-3-nitrilopropionamide"
aniba rosodora wood oil,8015-77-8,astringent; masking; skin-conditioning,aniba rosodora wood oil
o-allyloxyanisole,4125-43-3,perfuming,"benzene, 1-methoxy-2-(2-propen-1-yloxy)-"
dianthus caryophyllus flower water,89958-29-2,masking; perfuming,dianthus caryophyllus flower water
erigeron canadensis flower extract,85166-76-3,antioxidant; astringent; emollient,erigeron canadensis flower extract
coriandrum sativum fruit oil,8008-52-4 / 84775-50-8,masking; perfuming,coriandrum sativum fruit oil
bis-retinoyl gerotine bis-hydroxysuccinimide,666854-47-3,antioxidant; antiseborrhoeic,bis-retinoyl gerotine bis-hydroxysuccinimide
pinus pinaster leaf/twig oil,,antimicrobial; antiperspirant; deodorant,pinus pinaster leaf/twig oil
tetramethyl-4‚8-decadienenitrile,58260-78-9,perfuming,"4,8-decadienenitrile, 2,2,5,9-tetramethyl-"
pinus pumilio leaf extract,97676-05-6,perfuming; tonic,pinus pumilio leaf extract
butyl propionate,590-01-2,perfuming,butyl propionate
ethyl trimethylcyclopentene butenol,28219-61-6,masking; perfuming,"2-ethyl-4-(2',2',3-trimethylcyclopent-3'-enyl)but-2-enol"
juniperus oxycedrus fruit extract,90046-02-9,masking; perfuming; tonic,juniperus oxycedrus fruit extract
borago officinalis/lavandula angustifolia/hyacinthus orientalis/salvia sclarea/(centaurea cyanus/chamomilla recutita) flower/chamomilla recutita leaf water,,antioxidant; antiseborrhoeic; skin-conditioning; skin-protecting,borago officinalis/lavandula angustifolia/hyacinthus orientalis/salvia sclarea/(centaurea cyanus/chamomilla recutita) flower/chamomilla recutita leaf water
dimethylcyclohexenyl 3-butenyl ketone,56973-85-4,perfuming,"2-naphthalenecarboxamide, 3-hydroxy-7-methoxy-n-(2-methylphenyl)-"
cyclohexylidenecyclohexanone,1011-12-7,perfuming,bicyclohexyliden-2-one
lycium chinense fruit/safflower flower/root/poria cocos extract,,bleaching,lycium chinense fruit/safflower flower/root/poria cocos extract
tetrahydro-dimethyl-benzofuran-2-one,13341-72-5,perfuming,menthalactone
methyl oleate,112-62-9,emollient; perfuming; skin-conditioning,"9-octadecenoic acid, methyl ester"
2-dodecenol,22104-81-0,perfuming,2-dodecen-1-ol
hexahydro-methanoinden-6-yl-isopentenol,126646-06-8,perfuming,"3-buten-2-ol, 4-(3a,4,5,6,7,7a-hexahydro-4,7-methano-1h-inden-6-yl)-3-methyl-"
isocyclocitral,1335-66-6 / 1423-46-7 / 67634-07-5,perfuming,isocyclocitral
citrus sunki seed oil,,antioxidant; bleaching; skin-conditioning,citrus sunki seed oil
acetaldehyde ethyl linalyl acetal,40910-49-4,perfuming,"3,7-dimethyl-7-ethoxyoctanal"
hamamelis virginiana bark/leaf extract,84696-19-5,astringent; skin-conditioning,hamamelis virginiana bark/leaf extract
thiamine bis-laurylsulfate,,preservative,thiamine bis-laurylsulfate
2-p-cresyloxyethyl acetate,6807-11-0,perfuming,"ethanol, 2-(4-methylphenoxy)-, 1-acetate"
diisopropyl benzaldehyde,68459-95-0,perfuming,"benzaldehyde, 2,4-bis(1-methylethyl)-"
ethyl valerate,539-82-2,perfuming,ethyl valerate
kluyveromyces/lactobacillus/juniperus communis fruit oil ferment filtrate,,antioxidant; astringent; bleaching; skin-conditioning,kluyveromyces/lactobacillus/juniperus communis fruit oil ferment filtrate
chamaecyparis formosensis wood oil,,antimicrobial; antioxidant,chamaecyparis formosensis wood oil
jasminum officinale flower extract,90045-94-6,masking; perfuming,jasminum officinale flower extract
menthone,89-80-5,perfuming,p-menthan-3-one
trimethoxy-2-vinyltetrahydropyran,7392-19-0,perfuming,"2,6,6-trimethyl-2-vinyltetrahydropyran"
mentha citrata leaf extract,85085-49-0,astringent; perfuming,mentha citrata leaf extract
schisandra chinensis phytoplacenta extract,,antimicrobial; antioxidant; antiseborrhoeic; hair-conditioning; skin-protecting,schisandra chinensis phytoplacenta extract
botrychium ternatum extract,,antimicrobial; antioxidant; humectant; skin-conditioning,botrychium ternatum extract
ajuga reptans cell culture extract,90320-26-6,antioxidant; bleaching; chelating,ajuga reptans cell culture extract
panduratin a,,antimicrobial; antioxidant; bleaching; deodorant; oral-care; skin-conditioning,panduratin a
neryl isovalerateate,3915-83-1,perfuming,"butanoic acid, 3-methyl-, (2e)-3,7-dimethyl-2,6-octadienyl ester"
2-furylmethanethiol,98-02-2,perfuming,acetovanillone
caryophyllene alcohol,56747-96-7,perfuming,caryophyllene alcohol
chlorhexidine digluconate,18472-51-0,antimicrobial; oral-care; preservative,chlorhexidine digluconate (20% in water)
hydrolyzed cocoa fruit,,astringent; skin-protecting,hydrolyzed cocoa fruit
magnolia grandiflora bark extract,85085-47-8,antimicrobial; antioxidant; skin-conditioning,magnolia grandiflora bark extract
2‚3-dihydro-2‚2,116-26-7,perfuming,safranal
cis-methoxypropoxyhexene,97358-55-9,perfuming,bean hexene
4-tert-butylcyclohexanone,98-53-3,perfuming,4-tert-butylcyclohexanone
rheum undulatum root/stalk/stem extract,90106-31-3 / 8016-55-5,astringent; emollient; skin-conditioning; tonic,rheum undulatum root/stalk/stem extract
terminalia sericea bark/root extract,90131-49-0,astringent; skin-conditioning,terminalia sericea bark/root extract
musk ketone,81-14-1,masking; perfuming,musk ketone
4-methylpentane-2‚3-dione,7493-58-5,perfuming,acetyl isobutyryl
trans-trimethyldodecatrien-3-ol,40716-66-3,perfuming,"1,6,10-dodecatrien-3-ol, 3,7,11-trimethyl-"
musk cyclopentenyl propionate,84012-64-6,perfuming,"1-cyclopentene-1-propanol, beta,beta,2-trimethyl-5-(1-methylethenyl)-, 1-propanoate"
pinanyl methyl ketone,23361-88-8,perfuming,"1-(2,5,5-trimethylcycloheptyl)ethan-1-one"
kluyveromyces/lactobacillus/adansonia digitata seed oil/calophyllum inophyllum seed oil/olive seed oil/orbignya oleifera seed oil/phaseolus radiatus seed oil ferment filtrate,,antioxidant; astringent; hair-conditioning; skin-conditioning,kluyveromyces/lactobacillus/adansonia digitata seed oil/calophyllum inophyllum seed oil/olive seed oil/orbignya oleifera seed oil/phaseolus radiatus seed oil ferment filtrate
artemisia arborescens herb oil,92113-09-2,perfuming,artemisia arborescens herb oil
sr-rice polypeptide-1,,antimicrobial; antioxidant; hair-conditioning; humectant; skin-conditioning; skin-protecting,sr-rice polypeptide-1
dihydromyrcenyl acetate,53767-93-4,perfuming,"2,3,4-trimethylphenol"
methyloctanediyl diacetate,67634-09-7,perfuming,"1,3-octanediol, 2-methyl-, 1,3-diacetate"
dihexyloxy cyclohexane,,bleaching,dihexyloxy cyclohexane
2-ethylbutyric acid,88-09-5,perfuming,2-ethylbutyric acid
nicotiana tabacum flower oil,84961-66-0,perfuming,nicotiana tabacum flower oil
delta-nonalactone,3301-94-8,perfuming,delta-nonalactone
3-hexenyl 2-methylbutyrate,10094-41-4,perfuming,3-hexenyl 2-methylbutyrate
octylisothiazolinone,26530-20-1,antimicrobial,2-n-octyl-4-isothiazolin-3-one
alpha-pinanol,4948-28-1,perfuming,2-pinanol
dodecane,112-40-3,perfuming,dodecane
propyl octanoate,624-13-5,perfuming,propyl octanoate
phenethyl benzoate,94-47-3,emollient; perfuming,phenethyl benzoate
pseudotsuga menziesii branch/leaf oil,97926-19-7,perfuming,pseudotsuga menziesii branch/leaf oil
dipterocarpus turbinatus balsam extract,8030-55-5 / 93165-18-5,perfuming,dipterocarpus turbinatus balsam extract
isobutyl isobutyrate,97-85-8,perfuming,isobutyl isobutyrate
5-methoxy-m-cresol,3209-13-0,perfuming,3-methoxy-5-methylphenol
phenylacetaldehyde digeranyl acetal,67634-02-0 / 7149-23-7,perfuming,phenylacetaldehyde digeranyl acetal
acetaldehyde diethyl acetal,105-57-7,perfuming,acetal
lauroyl sh-oligopeptide-33,,antimicrobial; antiseborrhoeic,lauroyl sh-oligopeptide-33
citrus medica acida peel oil expressed,93685-55-3,perfuming,citrus medica acida peel oil expressed
mentha viridis leaf extract,84696-51-5,flavouring; masking; perfuming,mentha viridis leaf extract
4-ethyl-alpha,134123-93-6,perfuming,alpha-methylbicyclo(2.2.1)hept-5-ene-2-methanol
cis-3-hexenyl formate,33467-73-1,perfuming,hex-3-en-1-yl formate
trans-non-2-enal,18829-56-6,perfuming,non-2-enal
chloroacetamide,79-07-2,preservative,chloroacetamide
p-anisyl propionate,7549-33-9,perfuming,anisyl propionate
2-isopentenyl salicylate,68555-58-8,perfuming,prenyl salicylate
aluminum benzoate,555-32-8,antimicrobial; viscosity-controlling,aluminum benzoate
methyl benzodioxolylethyl-propenylaminobenzoate,104037-85-6,perfuming,"benzoic acid, 2-((3-(1,3-benzodioxol-5-yl)-2-methyl-1-propenyl)amino)-, methyl ester"
brachychiton acerifolius leaf extract,,antioxidant; flavouring; hair-conditioning; masking; perfuming; skin-conditioning,brachychiton acerifolius leaf extract
cyperus scariosus rhizome extract,,antimicrobial,cyperus scariosus rhizome extract
methylheptanone,541-85-5,perfuming,5-methyl-3-heptanone
formaldehyde cyclodecyl ethyl acetal,58567-11-6,perfuming,formaldehyde cyclododecyl ethyl acetal
papaver radicatum callus extract,,antimicrobial; antioxidant; hair-conditioning; humectant; skin-conditioning; skin-protecting,papaver radicatum callus extract
achyranthes japonica root/rhus semialata gall/terminalia chebula fruit/glycyrrhiza uralensis root/stem extract,,antimicrobial,achyranthes japonica root/rhus semialata gall/terminalia chebula fruit/glycyrrhiza uralensis root/stem extract
2-tert-butylcyclohexanol,13491-79-7,perfuming,2-tert-butylcyclohexanol
ligusticum acutilobum branch extract,,bleaching,ligusticum acutilobum branch extract
citrus aurantium currassuviensis peel oil,,masking; perfuming,citrus aurantium currassuviensis peel oil
isopentenone butyleneglycol cyclic acetal,53338-05-9,perfuming,2-methyl-5-nitro-2h-indazole
dimethyl phenethyl butyrate,10094-34-5,perfuming,"1,1-dimethyl-2-phenylethyl butyrate"
candida bombicola/glucose/methyl rapeseedate ferment,,antimicrobial; antiseborrhoeic; cleansing; deodorant; skin-protecting; surfactant,candida bombicola/glucose/methyl rapeseedate ferment
potassium sulfite,10117-38-1 / 23873-77-0,preservative; reducing,potassium sulfite
cis-octahydronaphthalenone,1579-21-1,perfuming,"2(1h)-naphthalenone, octahydro-, (4ar,8as)-rel-"
pentamethylheptenone,81786-73-4 / 81786-74-5,perfuming,pentamethylheptenone
lysine azelate,,bleaching; chelating,lysine azelate
1‚2-dihydrolinalool,18479-51-1,perfuming,dihydrolinalool
decahydrocyclododecaoxazole,38303-23-0,perfuming,"cyclododecoxazole, 4,5,6,7,8,9,10,11,12,13-decahydro-"
tillandsia usneoides callus extract,,antimicrobial; antioxidant; hair-conditioning; skin-protecting,tillandsia usneoides callus extract
rhodinyl acetate,141-11-7,perfuming,rhodinyl acetate
2-hexyl-1‚3-dioxolane-4-methanol,1708-35-6,perfuming,"heptanal 1,2-glyceryl acetal"
2-methylfuran-3-thiol,28588-74-1,perfuming,2-methyl-3-furanthiol
decahydro-tetramethylazulene-5-methanol,3526-75-8,perfuming,"5-azulenemethanol, decahydro-alpha,alpha,3,8-tetramethyl-, (3s-(3alpha,3abeta,5alpha,8alpha,8abeta))-"
podocarpus totara wood extract,,antimicrobial,podocarpus totara wood extract
abies alba leaf oil,90028-76-5,masking; perfuming; tonic,abies alba leaf oil
allo-ocimenol,22451-63-4,perfuming,(e)-alloocimenol
r-(methionyl tripeptide-46 hexapeptide-40 tetrapeptide-66 synechococcus polypeptide-1),,antimicrobial; antioxidant; astringent; cosmetic-colorant; humectant; skin-conditioning; uv-filter,r-(methionyl tripeptide-46 hexapeptide-40 tetrapeptide-66 synechococcus polypeptide-1)
artocarpus lakoocha wood extract,,antimicrobial; antioxidant; bleaching; skin-conditioning,artocarpus lakoocha wood extract
opuntia humifusa flower/stem extract,,astringent; hair-conditioning; humectant; skin-conditioning,opuntia humifusa flower/stem extract
benzyl isobutyrate,103-28-6,perfuming,benzyl isobutyrate
zinc acetate,557-34-6,antimicrobial,zinc acetate
laurtrimonium chloride,112-00-5,antistatic; emulsifying; preservative,dodecyltrimethylammonium chloride
aniba rosaeodora amazonica wood oil,93685-34-8,perfuming,aniba rosaeodora amazonica wood oil
trimethylpentadecatrien-2-one,762-29-8,perfuming,"5,9,13-pentadecatrien-2-one, 6,10,14-trimethyl-"
kluyveromyces/lactobacillus/abies grandis leaf oil ferment filtrate,,antimicrobial; antioxidant; bleaching; hair-conditioning; skin-conditioning,kluyveromyces/lactobacillus/abies grandis leaf oil ferment filtrate
d-allo-ocimenol,126-91-0,perfuming,linalool
hydroxycitronellal dimethyl acetal,141-92-4,perfuming,hydroxycitronellal dimethyl acetal
isolongifolanone,23787-90-8,perfuming,"1,3,4,6,7,8a-hexahydro-1,1,5,5-tetramethyl-2h-2,4a-methanonaphthalen-8(5h)-one"
dihydropseudoionone,689-67-8,perfuming,"6,10-dimethylundeca-5,9-dien-2-one"
3-heptanol,589-82-2,perfuming,3-heptanol
foeniculum vulgare dulce fruit extract,84455-29-8,perfuming,foeniculum vulgare dulce fruit extract
anadara kagoshimensis shell powder,,abrasive; antimicrobial; antioxidant,anadara kagoshimensis shell powder
