inci_name,cas_no,function
HELICHRYSUM ITALICUM FLOWER OIL,90045-56-0,"en:masking, en:perfuming"
ELEUTHEROCOCCUS SEOULENSIS CALLUS EXTRACT,,en:antioxidant
COLLAGEN,9007-34-5,"en:hair-conditioning, en:moisturising, en:skin-conditioning"
Di-n-propyl phthalate,,
ACHYRANTHES FAURIEI ROOT EXTRACT,,en:skin-conditioning
OLIGOPEPTIDE-86,,en:skin-conditioning
SODIUM POLYACRYLATE,9003-04-7 / 25549-84-2,"en:absorbent, en:binding, en:emollient, en:emulsion-stabilising, en:film-forming, en:hair-fixing, en:skin-conditioning, en:viscosity-controlling"
NELUMBO NUCIFERA FLOWER CERA,85085-51-4,"en:skin-conditioning, en:viscosity-controlling"
1‚2,106-69-4,"en:humectant, en:solvent, en:viscosity-controlling"
URTICA DIOICA JUICE,,en:skin-conditioning
PASTINACA SATIVA ROOT EXTRACT,90082-39-6,en:humectant
PEG-11 COCOA BUTTER GLYCERIDES,,"en:emollient, en:emulsifying"
VETIVERIA ZIZANOIDES ROOT EXTRACT,84238-29-9,"en:perfuming, en:skin-conditioning"
LACTOBACILLUS/ARTEMISIA ABSINTHIUM LEAF EXTRACT FERMENT FILTRATE,,en:skin-conditioning
TRIMETHYLSILOXYSILYL PROPYLCARBAMOYL HYDROLYZED VA/DIACETOXYBUTENE COPOLYMER,2030116-17-5,en:film-forming
METHYLAMIDO CELLULOSE GUM,,"en:film-forming, en:humectant, en:skin-conditioning"
INDOLYL-TRIMETHYLINDOLE-1-HEPTANOL,67801-36-9,en:perfuming
PINUS CEMBRA TWIG LEAF EXTRACT ACETYLATED,94334-26-6,en:perfuming
MAGNOLIA BIONDII BARK EXTRACT,85085-47-8,en:skin-conditioning
PEG-6 UNDECYLENATE,,"en:antidandruff, en:surfactant"
PAEONIA SUFFRUTICOSA FLOWER EXTRACT,,en:skin-conditioning
DIHYDROGENATED TALLOW BENZYLMONIUM HECTORITE,97952-68-6,"en:antistatic, en:gel-forming, en:viscosity-controlling"
SODIUM ISOBUTYLPARABEN,84930-15-4,en:antimicrobial
TRITICUM SPELTA SEED WATER,,en:skin-conditioning
DIPOTASSIUM OXALATE,583-52-8,"en:anticorrosive, en:chelating"
POTASSIUM COCOYL HYDROLYZED POTATO PROTEIN,169590-86-7,"en:cleansing, en:hair-conditioning, en:skin-conditioning"
AMODIMETHICONE GLYCEROCARBAMATE,,"en:emollient, en:emulsion-stabilising, en:hair-conditioning"
POLYGLYCERYL-10 MONO/DIOLEATE,,en:skin-conditioning
C32-36 ISOALKYL STEARATE,68201-22-9,"en:emollient, en:skin-conditioning"
ETHOXY-METHOXYMETHYL-PHENOL,5595-79-9,en:perfuming
GLYCYRRHIZA GLABRA RHIZOME/ROOT EXTRACT,84775-66-6,en:skin-conditioning
CONOBEA SCOPARIOIDES LEAF OIL,950903-91-0,"en:masking, en:perfuming"
ACRYLATES/ISOBORNYL ACRYLATE COPOLYMER,,en:film-forming
POLYUREA CROSSPOLYMER-1,,en:absorbent
PPG-10 CETYL ETHER,9035-85-2,en:skin-conditioning
LAVANDULA ANGUSTIFOLIA FLOWER/LEAF/STEM EXTRACT,90063-37-9 / 84776-65-8,"en:flavouring, en:masking, en:oral-care, en:perfuming, en:skin-conditioning"
CYMBIDIUM GREAT FLOWER BULB EXTRACT,,en:hair-conditioning
POLYQUATERNIUM-85,,"en:antistatic, en:film-forming, en:hair-conditioning, en:hair-fixing"
ISOAMYL CAPRYLATE CAPRATE,,"en:emollient, en:skin-conditioning"
PEG-20 MYRISTATE,,"en:emulsifying, en:surfactant"
DINONYL PHENOL,1323-65-5,en:skin-conditioning
CALCIUM CYCLAMATE,139-06-0,en:masking
DISOYAMIDOETHYL HYDROXYETHYL AMMONIUM LACTATE,,"en:antistatic, en:hair-conditioning"
MELALEUCA SYMPHYOCARPA FLOWER/LEAF EXTRACT,,en:skin-conditioning
DIHYDROXYETHYL TALLOWAMINE DIOLEATE,,en:hair-conditioning
OLIGOPEPTIDE-102,,en:skin-conditioning
DAMNACANTHUS MAJOR ADVENTITIOUS ROOT EXTRACT,,"en:antimicrobial, en:antioxidant, en:humectant, en:skin-protecting"
HYDROLYZED OLIVE FRUIT EXTRACT,,en:antioxidant
ISOBUTYL ACETATE,110-19-0,"en:perfuming, en:solvent"
PEG-175 DIISOSTEARATE,,en:emulsifying
3-ETHYL-2-METHYLNON-2-ENOIC ACID,71850-80-1,en:perfuming
METHOXY-ISOPROPYL-METHYLCYCLOHEXENE,14576-08-0,en:perfuming
CIS-3-HEXENYLOXYACETALDEHYDE,68133-72-2,en:perfuming
LEVISTICUM OFFICINALE ROOT OIL,8016-31-7 / 84837-06-9,en:perfuming
TETRA GERANYL/METHYLDECENYL SILICATE,,"en:hair-conditioning, en:skin-conditioning"
SPONDIAS MOMBIN FRUIT EXTRACT,,"en:humectant, en:skin-conditioning"
SODIUM LAURETH-14 CARBOXYLATE,33939-64-9,"en:cleansing, en:foaming, en:surfactant"
LACTIS PROTEINUM EXTRACT,,en:skin-conditioning
HYDROXY METHYLPHENYLPYRIDINONE,49744-73-2,en:skin-conditioning
HYDROXYPROPYL ARGININE CETEARYL ETHER,,en:surfactant
TRIGONELLA FOENUM SYMBIOSOME EXTRACT,84625-40-1,"en:antioxidant, en:skin-conditioning"
LITHIUM MYRISTATE,20336-96-3,en:emulsifying
Allergenic fragrances,,
PEG-8 AMODIMETHICONE,182700-78-3,en:hair-conditioning
AMMONIUM ACRYLOYLDIMETHYLTAURATE/VP COPOLYMER,,en:viscosity-controlling
LOCUST BEAN HYDROXYPROPYLTRIMONIUM CHLORIDE,,"en:antistatic, en:hair-conditioning, en:skin-conditioning"
METHOXY PEG-450 AMIDOGLUTAROYL SUCCINIMIDE,,"en:cleansing, en:hair-conditioning, en:hair-waving-or-straightening"
AGAR,9002-18-0,"en:binding, en:masking, en:viscosity-controlling"
HYDROGENATED TALLOW ALCOHOL,,"en:emollient, en:emulsifying, en:foam-boosting, en:skin-conditioning, en:stabilising, en:surfactant, en:viscosity-controlling"
DIVINYLDIMETHICONE/DIMETHICONE CROSSPOLYMER,,"en:film-forming, en:skin-conditioning, en:viscosity-controlling"
HYDROGENATED PALM KERNEL AMINE OXIDE,233603-35-5,"en:foam-boosting, en:surfactant"
POLYGLYCERYL-5 POLYRICINOLEATE,29894-35-7 -generic-,en:emulsifying
PPG-30 OLEYL ETHER,52581-71-2,"en:emollient, en:skin-conditioning"
TRIMETHYL-2-CYCLOHEXENOL,470-99-5,en:perfuming
LAURUS NOBILIS FRUIT EXTRACT,,en:skin-conditioning
HUMAN ADIPOSE STROMAL CELL EXOSOMES,,en:skin-conditioning
EPILOBIUM PARVIFLORUM LEAF/STEM EXTRACT,,en:humectant
HYDROGENATED JOJOBA ALCOHOL,196316-32-2,en:emollient
TRANSGENIC TOBACCO RH-OLIGOPEPTIDE-1,,en:skin-protecting
ISOSTEARAMIDOPROPYL ETHYLDIMONIUM ETHOSULFATE,67633-63-0,"en:antistatic, en:hair-conditioning"
EPIMEDIUM GRANDIFLORUM FLOWER/LEAF/STEM EXTRACT,,en:skin-conditioning
ALLANTOIN ASCORBATE,57448-83-6,"en:antioxidant, en:skin-conditioning, en:skin-protecting, en:soothing"
CINNAMOMUM JAPONICUM LEAF OIL,,en:masking
VERONICA BECCABUNGA EXTRACT,90131-94-5,en:skin-conditioning
SORBETH-50 PENTAISOSTEARATE,,"en:emulsifying, en:surfactant"
DENDROBIUM LODDIGESII LEAF/STEM EXTRACT,,"en:emollient, en:humectant, en:skin-conditioning, en:skin-protecting"
SODIUM HYDROXYPROPYL PALM KERNELATE SULFONATE,,"en:cleansing, en:surfactant"
CHOLESTERYL HEXYL DICARBAMATE PULLULAN,,en:viscosity-controlling
CORDYCEPS MILITARIS MYCELIUM EXTRACT,,en:skin-conditioning
DAMNACANTHUS MAJOR BRANCH/LEAF EXTRACT,,en:skin-conditioning
METHOXY PEG-17/DODECYL GLYCOL COPOLYMER,88507-00-0,"en:emulsifying, en:skin-conditioning"
SCIADOPITYS VERTICILLATA BRANCH/LEAF OIL,,en:masking
LACTOFLAVIN,83-88-5,"en:cosmetic-colorant, en:hair-dyeing"
ISOCETYL ISODECANOATE,129588-05-2,"en:emollient, en:skin-conditioning"
CYTOCHROME C,9007-43-6,en:skin-conditioning
POTASSIUM LAUROYL PCA,,"en:humectant, en:skin-conditioning"
ACRYLATES/BIS-HYDROXYPROPYL DIMETHICONE CROSSPOLYMER,,"en:hair-fixing, en:skin-conditioning"
STEARYL ACETATE,822-23-1,"en:emollient, en:skin-conditioning"
HYDROLYZED RUMEX CRISPUS ROOT EXTRACT,,en:antimicrobial
PEG-40 HYDROGENATED CASTOR OIL TRIISOSTEARATE,,"en:emulsifying, en:viscosity-controlling"
SODIUM PENTAERYTHRITYL HYDROXYPROPYL IMINODIACETATE DENDRIMER,,"en:chelating, en:cleansing, en:surfactant"
ASIATICOSIDE,16830-15-2,"en:antioxidant, en:perfuming, en:skin-conditioning"
OCTYLDODECYL GLUCOSIDE,,"en:emulsifying, en:surfactant"
SALIX ALBA FLOWER EXTRACT,84082-82-6,en:skin-conditioning
EUCALYPTUS STAIGERIANA BRANCH/LEAF OIL,1627700-32-6,en:masking
POLYGLYCERYL-10 DICOCOATE,,"en:cleansing, en:emulsifying, en:surfactant"
HEMA ACETOACETATE,21282-97-3,en:film-forming
CI 59040,6358-69-6,en:cosmetic-colorant
MICHELIA ALBA FLOWER OIL,92457-18-6,en:masking
PPG-1/PEG-1 STEARAMINE,,en:antimicrobial
PEG-10 HYDROGENATED CASTOR OIL TRIISOSTEARATE,,"en:emulsifying, en:viscosity-controlling"
QUATERNIUM-90 SEPIOLITE,,"en:emulsion-stabilising, en:viscosity-controlling"
RAVENALA MADAGASCARIENSIS STEM EXTRACT,,en:skin-conditioning
RHODODENDRON WEYRICHII EXTRACT,,en:skin-conditioning
HIPPOPHAE RHAMNOIDES CALLUS EXTRACT,,"en:antimicrobial, en:antioxidant, en:hair-conditioning, en:humectant, en:skin-conditioning, en:skin-protecting"
LACTOBACILLUS/APPLE JUICE FERMENT FILTRATE,,"en:humectant, en:skin-conditioning"
CAREX KOBOMUGI EXTRACT,,en:skin-conditioning
ACID RED 27 ALUMINUM LAKE,12227-62-2,en:hair-dyeing
SCHINOPSIS QUEBRACHO-COLORADO WOOD EXTRACT,,"en:antioxidant, en:astringent, en:skin-conditioning"
THUJOPSIS DOLABRATA BRANCH EXTRACT,91722-39-3,en:skin-conditioning
ACETYLATED LANOLIN RICINOLEATE,226995-78-4,"en:antistatic, en:emollient, en:skin-conditioning"
LINALYL CINNAMATE,78-37-5,en:perfuming
PORPHYRIDIUM CRUENTUM EXTRACT,223751-77-7,en:skin-conditioning
3-HYDROXY-2‚2-DIMETHYLPROPYL HYDROXYPIVALATE,1115-20-4,en:not-reported
LANOLIN CERA,68201-49-0,"en:antistatic, en:binding, en:emollient, en:emulsifying, en:film-forming, en:foam-boosting, en:hair-conditioning, en:skin-conditioning"
ASPERGILLUS/SACCHAROMYCES/GLYCYRRHIZA URALENSIS ROOT EXTRACT FERMENT FILTRATE,,en:skin-conditioning
RH-POLYPEPTIDE-65,,"en:hair-conditioning, en:skin-conditioning, en:skin-protecting"
TERPINEOL ACETATE,8007-35-0,en:masking
C12-15 PARETH-6 PHOSPHATE,,"en:cleansing, en:emulsifying, en:surfactant"
GLYCIDYL NEODECANOATE/PHTHALIC ANHYDRIDE/TMP CROSSPOLYMER,,en:binding
OLEAMINE OXIDE,14351-50-9,"en:antistatic, en:cleansing, en:foam-boosting, en:hair-conditioning, en:hydrotrope, en:surfactant"
BENZYL TIGLATE,37526-88-8,en:perfuming
CETRIMONIUM CHLORIDE,112-02-7,"en:antimicrobial, en:antistatic, en:emulsifying, en:preservative, en:surfactant"
GLUCARIC ACID,87-73-0,en:hair-conditioning
BETA-SITOSTERYL COPOLYMER,1013637-82-5,en:film-forming
TETRASODIUM PYROPHOSPHATE,7722-88-5,"en:anticaking, en:buffering, en:chelating, en:oral-care"
BELAMCANDA CHINENSIS ROOT EXTRACT,223748-07-1,en:skin-conditioning
CERCIDIUM FLORIDUM BARK EXTRACT,,en:skin-protecting
BIS-PEG/PPG-16/16 PEG/PPG-16/16 DIMETHICONE,,"en:emollient, en:emulsifying, en:skin-conditioning, en:surfactant"
MAGNESIUM METHYL COCOYL TAURATE,223705-12-2,en:surfactant
SODIUM POLYASPARTATE,94525-01-6,"en:hair-conditioning, en:humectant, en:skin-conditioning"
TULIPA GESNERIANA CALLUS CULTURE EXTRACT,,"en:absorbent, en:antimicrobial, en:antioxidant, en:humectant"
PPG-2-DECETH-10,,"en:emulsifying, en:surfactant"
COLOCASIA ANTIQUORUM ROOT EXTRACT,,en:skin-conditioning
CEREUS JAMACARU FRUIT JUICE,,en:skin-conditioning
CAYAPONIA TAYUYA ROOT EXTRACT,,"en:antioxidant, en:skin-conditioning"
LYSOPHOSPHATIDYLETHANOLAMINE,,en:skin-conditioning
HEXADECYL METHICONE,,"en:emollient, en:skin-conditioning, en:viscosity-controlling"
R- ESCHERICHIA COLI THIOREDOXIN-1 HEPTAPEPTIDE-20 HEXAPEPTIDE-40 OLIGOPEPTIDE-113 SH-POLYPEPTIDE-70,,en:skin-protecting
POLYGONUM FALCATUM RHIZOME/ROOT EXTRACT,,"en:humectant, en:skin-conditioning"
IRIS VERSICOLOR ROOT EXTRACT,90045-93-5,en:skin-conditioning
BUTYL ACRYLATE/ISOPROPYLACRYLAMIDE/PEG-18 DIMETHACRYLATE CROSSPOLYMER,,"en:emulsion-stabilising, en:film-forming, en:skin-conditioning"
GORGONIA EXTRACT,244058-54-6,en:skin-conditioning
POLYGLYCERYL-4 OLEATE,9007-48-1 / 71012-10-7,en:emulsifying
POLYSILSESQUIOXANE STEARDIMONIUM CHLORIDE,,"en:antistatic, en:deodorant, en:hair-conditioning, en:skin-conditioning"
PEG-190 DISTEARATE,9005-08-7,"en:emulsifying, en:surfactant, en:viscosity-controlling"
EUCALYPTUS RADIATA LEAF/STEM OIL,92201-64-4,"en:masking, en:perfuming"
ADIPIC ACID/EPOXYPROPYL DIETHYLENETRIAMINE COPOLYMER,25212-19-5,"en:antistatic, en:film-forming, en:hair-fixing"
HYDROXYPALMITOYL SPHINGANINE,,"en:hair-conditioning, en:skin-conditioning"
C20-22 ALKYL GLUCOSIDE,,"en:binding, en:emulsifying, en:surfactant"
MAGNESIUM LAURATE,4040-48-6,en:binding
TRIFOLIUM PRATENSE FLOWER/LEAF/STEM JUICE,85085-25-2,en:skin-conditioning
AMINOPHYLLINE,,"en:skin-conditioning, en:surfactant"
SAPINDUS MUKOROSSI SEED OIL,,"en:antimicrobial, en:emollient, en:humectant, en:skin-conditioning, en:skin-protecting"
CALCIUM GLUCONATE,299-28-5,"en:humectant, en:oral-care, en:skin-conditioning"
HYDROGENATED APRICOT KERNEL OIL,,en:skin-conditioning
CINNAMOMUM CASSIA LEAF EXTRACT,84961-46-6,en:perfuming
SODIUM TRIDECETH-12 CARBOXYLATE,61757-59-3 / 68891-17-8,"en:cleansing, en:foaming, en:surfactant"
SODIUM DILINOLEAMIDOPROPYL PG-DIMONIUM CHLORIDE PHOSPHATE,,"en:cleansing, en:foam-boosting, en:hair-conditioning, en:surfactant"
MELALEUCA LEUCADENDRON VIRIDIFLORA FLOWER/LEAF EXTRACT,132940-73-9,en:skin-conditioning
PEG-32 DILAURATE,9005-02-1,en:emulsifying
SAUSSUREA INVOLUCRATA CALLUS EXTRACT,,"en:antioxidant, en:emollient, en:skin-conditioning"
2‚2'-METHYLENEBIS-4-AMINOPHENOL,63969-46-0,en:hair-dyeing
ELETTARIA CARDAMOMUM SEED POWDER,85940-32-5,en:skin-conditioning
SALIX FRAGILIS BARK EXTRACT,84604-22-8,en:skin-conditioning
SUCROSE POLYBEHENATE,56449-50-4; 93571-82-5,"en:emollient, en:emulsifying, en:skin-conditioning, en:surfactant"
DIPHENYLISOPROPYL DIMETHICONE,,"en:hair-conditioning, en:skin-conditioning"
PEG-30 ISOSTEARATE,56002-14-3,"en:emulsifying, en:surfactant"
PERFLUOROMETHYLCYCLOPENTANE,1805-22-7,"en:skin-conditioning, en:solvent"
RICE BRAN/GERM TRITERPENOIDS,,en:skin-conditioning
SILVER ACETYLMETHIONATE,105883-46-3,en:antimicrobial
CURCUMINYL GLUTAROYL HEXAPEPTIDE-24 AMIDE,,"en:antioxidant, en:emollient, en:skin-conditioning"
LONGIFOLENE,475-20-7,"en:masking, en:skin-conditioning"
SPINACIA OLERACEA LEAF POWDER,90131-25-2,en:skin-conditioning
THUJA OCCIDENTALIS STEM OIL,90131-58-1,en:perfuming
ACETYLATED HYDROGENATED CASTOR OIL,92113-20-7,"en:emollient, en:skin-conditioning"
PLEUROCHRYSIS CARTERAE EXTRACT,,"en:humectant, en:skin-conditioning"
NIACINAMIDE MALATE,,en:skin-conditioning
LITCHI CHINENSIS FRUIT EXTRACT,91722-81-5,en:skin-conditioning
HYDROGENATED DIDECENE,68649-11-6,en:skin-conditioning
RHODOBACTER SPHAEROIDES LYSATE EXTRACT,,en:bleaching
TRANS-METHOXY-DIMETHYLOCTADIENE,2565-82-4,en:perfuming
ARAUCARIA ANGUSTIFOLIA NUT SHELL POWDER,,
PEG-8 PROPYLHEPTYL ETHER,,en:emulsion-stabilising
OLIGOPEPTIDE-135,,en:skin-conditioning
PEG-80 HYDROGENATED CASTOR OIL,61788-85-0,"en:emulsifying, en:surfactant"
BUTYL ACETATE,123-86-4,"en:masking, en:solvent"
SODIUM PERBORATE,15120-21-5 / 7632-04-4 / 11138-47-9,"en:oral-care, en:oxidising"
DISTARCH GLYCERYL ETHER,,"en:absorbent, en:anticaking, en:binding"
LAURIC ACID,143-07-7,"en:cleansing, en:emulsifying, en:surfactant"
CITRUS AURANTIFOLIA PEEL OIL EXPRESSED,90063-52-8,en:perfuming
C12-15 PARETH-11,68131-39-5,"en:emulsifying, en:surfactant"
DIBEHENOYLETHYL DIMONIUM CHLORIDE,342904-62-5,en:hair-conditioning
CANAVALIA GLADIATA FRUIT EXTRACT,,en:skin-conditioning
TAMARINDUS INDICA FRUIT/SEED EXTRACT,84961-62-6,en:skin-protecting
Methyl/propyl/butyl/ethyl/paraben,,
SODIUM COCOYL APPLE AMINO ACIDS,,"en:foam-boosting, en:hair-conditioning, en:skin-conditioning, en:surfactant"
LACTOBACILLUS/LAC SOLIDS/SOYBEAN OIL FERMENT,,"en:humectant, en:skin-conditioning"
BIS-HEA POLY(1‚4-BUTANEDIOL)-22/IPDI COPOLYMER,,en:binding
FERULOYL SOY GLYCERIDES,,"en:antioxidant, en:emulsion-stabilising"
VITIS VINIFERA/LABRUSCA STEM EXTRACT,,"en:antiseborrhoeic, en:humectant, en:skin-protecting, en:solvent"
TABEBUIA AVELLANEDAE BARK POWDER,,en:skin-conditioning
LAEVO-ROSE OXIDE,3033-23-6,en:perfuming
CUPROUS IODIDE,7681-65-4,"en:antimicrobial, en:deodorant"
PPG-15 STEARYL ETHER BENZOATE,,en:emollient
STRONTIUM PEROXIDE,1314-18-7,"en:bleaching, en:oxidising"
HYDROLYZED EGG PROTEIN,91079-86-6,en:hair-conditioning
RETYNIL FORMYL ASPARTAMATE,442662-22-8,"en:antioxidant, en:emollient"
PHASEOLUS LUNATUS SEED EXTRACT,,en:emollient
LAMIUM ALBUM LEAF EXTRACT,84012-23-7,en:skin-conditioning
CHIMYL STEARATE,109210-83-5,"en:emollient, en:emulsifying, en:skin-conditioning"
PIPERYLENE/BUTENE/PENTENE/PENTADIENE COPOLYMER,221215-60-7,"en:binding, en:film-forming, en:viscosity-controlling"
ORBIGNYA PHALERATA SEED POWDER,,en:skin-conditioning
ASTROCARYUM MURUMURU FRUIT EXTRACT,,"en:emollient, en:skin-conditioning"
RYOKU-CHA EKISU,,"en:antioxidant, en:skin-conditioning"
BIS-PEG-18 METHYL ETHER DIMETHYL SILANE,,"en:emollient, en:foam-boosting, en:hair-conditioning, en:humectant, en:hydrotrope, en:skin-conditioning, en:surfactant"
PEG-50 HYDROGENATED TALLOW AMINE,,"en:emulsifying, en:surfactant"
DICETYL DIPEPTIDE-9,,
DECYLTETRADECETH-10,,en:emulsifying
HYDROLYZED BEE LARVA/PUPA EXTRACT,,en:emollient
DICETYL ADIPATE,26720-21-8,"en:emollient, en:film-forming, en:plasticiser, en:skin-conditioning"
MELALEUCA ALTERNIFOLIA LEAF OIL,85085-48-9 / 8022-72-8 / 68647-73-4,"en:antioxidant, en:perfuming"
PEG-15 PHYTOSTEROL,,en:emulsifying
CONIOGRAMME JAPONICA EXTRACT,,en:skin-conditioning
CINNAMOMUM CAMPHORA FORMOSANA WOOD EXTRACT,92704-03-5,en:perfuming
STEMMACANTHA CARTHAMOIDES ROOT EXTRACT,,"en:deodorant, en:skin-protecting"
Butyl decyl phthalate,,
PEG/PPG-8/17 COPOLYMER,9003-11-6 -generic-,en:solvent
POLYQUATERNIUM-91,1020103-28-9,"en:film-forming, en:hair-conditioning"
ISOPENTANAL,590-86-3,"en:masking, en:perfuming"
SCIRPUS TABERNAEMONTANI EXTRACT,,en:skin-conditioning
SODIUM C12-13 ALKYL SULFATE,91783-23-2,"en:cleansing, en:surfactant"
THYMUS VULGARIS LEAF WATER,84929-51-1,en:skin-conditioning
ALUMINUM ZIRCONIUM TRICHLOROHYDRATE,98106-53-7,"en:antiperspirant, en:astringent, en:deodorant"
SORBETH-40 PENTAISOSTEARATE,,"en:emulsifying, en:surfactant"
HYDROLYZED KERATIN PG-PROPYLMETHYLSILANEDIOL,,"en:hair-conditioning, en:skin-conditioning"
CARAGANA SINICA ROOT EXTRACT,,"en:antioxidant, en:skin-protecting"
TRANEXAMIC ACID,1197-18-8,"en:astringent, en:skin-conditioning"
ANEMARRHENA ASPHODELOIDES CALLUS EXTRACT,,en:antioxidant
DIMER DILINOLEYL DIMER DILINOLEATE,,"en:binding, en:emollient, en:hair-conditioning, en:skin-conditioning, en:viscosity-controlling"
PIGMENT RED 57:1,5281-04-9,en:cosmetic-colorant
COUMARIN,91-64-5,en:perfuming
POLYGLYCERYL-10 ISOSTEARATE/SUCCINATE,,en:surfactant
TRIMETHYL-METHYLBUTENYL-BICYCLOHEPTAN-3-ONE,74499-58-4,en:perfuming
CHITIN GLYCOLATE,,en:skin-conditioning
SODIUM SHEABUTTERAMPHOACETATE,515861-29-7,"en:cleansing, en:surfactant"
ALUMINUM UNDECYLENOYL COLLAGEN AMINO ACIDS,162260-09-5,"en:antistatic, en:hair-conditioning, en:skin-conditioning"
SODIUM BUTOXYETHOXY ACETATE,67990-17-4,en:buffering
TIPA-LAUROYL SARCOSINATE,,"en:cleansing, en:surfactant"
CYCLAMEN ALDEHYDE,103-95-7,en:masking
EUCALYPTOL,470-82-6,"en:denaturant, en:perfuming, en:tonic"
PEG-40 OLIVE GLYCERIDES,103819-46-1,en:emulsifying
ENTADA PHASEOLOIDES BARK/SEED EXTRACT,,en:skin-conditioning
CITRUS LIMON CALLUS CULTURE EXTRACT,,"en:antimicrobial, en:hair-conditioning, en:skin-conditioning, en:skin-protecting"
CARNITINE PCA,,en:not-reported
TALLOWETH-18,61791-28-4 -generic-,"en:emulsifying, en:surfactant"
NEOPENTYL GLYCOL DICAPRYLATE/DIPELARGONATE/DICAPRATE,,"en:emollient, en:skin-conditioning"
POTASSIUM LAURATE,10124-65-9,"en:emulsifying, en:surfactant"
HYDROLYZED ARTEMISIA VULGARIS LEAF,,"en:humectant, en:skin-conditioning"
BOTRYCHIUM SCHAFFNERI EXTRACT,,"en:antioxidant, en:antiseborrhoeic"
N-HYDROXYSUCCINIMIDE,6066-82-6,en:skin-conditioning
DENDROBIUM HUOSHANENSE LEAF/STEM EXTRACT,,en:bleaching
PYRROSIA LINGUA EXTRACT,,en:skin-conditioning
DAPHNIPHYLLUM MACROPODUM EXTRACT,,en:skin-conditioning
POTASSIUM HYDROXYCITRATE,232281-44-6,en:skin-conditioning
PEI-14 PEG-10/PPG-7 COPOLYMER,52501-07-2,en:surfactant
SORBETH-222 HEXA(AMINOETHYL ETHER),,en:skin-conditioning
PEG-9 TRIMETHYLOLPROPANE TRIACRYLATE,28961-43-5,en:skin-conditioning
AMBRETTOLIDE,7779-50-2,en:perfuming
SH-POLYPEPTIDE-32,,en:skin-conditioning
LUFFA CYLINDRICA FRUIT WATER,1242417-48-6,en:masking
CHENOPODIUM AMBROSIOIDES LEAF EXTRACT,89997-47-7,"en:masking, en:perfuming, en:skin-conditioning"
Benzylparaben,,
POLYGLYCERYL-8 DECABEHENATE/CAPRATE,,en:viscosity-controlling
T-BUTYL ALCOHOL,75-65-0,"en:denaturant, en:perfuming, en:solvent"
PEG-10 DIMETHICONE CROSSPOLYMER,,"en:stabilising, en:viscosity-controlling"
ZINC RETINOATE HYDROXIDE,,"en:antioxidant, en:hair-conditioning, en:skin-conditioning, en:skin-protecting, en:uv-absorber"
3‚4-DIETHOXYBENZALDEHYDE,2029-94-9,en:perfuming
2-ETHYL-2-(3-METHYLBUT-2-ENYL)HEX-3-ENOL,85136-06-7,en:perfuming
SAMBUCUS NIGRA CERA,84603-58-7,en:masking
METHYLSULFINYLBUTYL PIPERIDINECARBOTHIOAMIDE,1350914-98-5,en:bleaching
CITRUS AURANTIUM AMARA FLOWER CERA,68916-04-1 / 72968-50-4,en:skin-protecting
CINNAMOMUM CASSIA BARK WATER,,"en:antimicrobial, en:antiseborrhoeic, en:astringent"
SODIUM CARBONATE,497-19-8,"en:buffering, en:bulking"
PEG-15 GLYCERYL OLEATE,,en:emulsifying
HEXYLCYCLOPENTANONE,13074-65-2,en:perfuming
AUREOBASIDIUM PULLULANS/DIMOCARPUS LONGAN FRUIT EXTRACT FERMENT FILTRATE,,"en:humectant, en:skin-conditioning"
TRISODIUM PHOSPHATE,7601-54-9,"en:buffering, en:chelating"
ACETYL HEXAMETHYL INDAN,15323-35-0,"en:masking, en:perfuming"
PANGIUM EDULE KERNEL OIL,,"en:emollient, en:skin-conditioning"
SOYBEAN OIL PEG-20 ESTERS,,"en:emulsifying, en:surfactant"
BARIUM SULFIDE,21109-95-5,en:depilatory
ISOQUERCITRIN,21637-25-2,en:antioxidant
RUTA GRAVEOLENS LEAF/ROOT/STEM EXTRACT,84929-47-5,"en:skin-conditioning, en:skin-protecting"
HYDROLYZED LUPINUS ALBUS FLOWER EXTRACT,,en:skin-protecting
MYRICA RUBRA FRUIT JUICE,,en:flavouring
PROMICROMONOSPORA FERMENT FILTRATE,,"en:humectant, en:skin-conditioning"
ETHYL VANILLIN,121-32-4,"en:masking, en:soothing"
SODIUM LAURATE/LINOLEATE/OLEATE/PALMITATE,,"en:emollient, en:skin-conditioning, en:skin-protecting"
BOEHMERIA NIPONONIVEA LEAF EXTRACT,,"en:hair-conditioning, en:skin-conditioning"
CHRYSANTHEMUM BOREALE FLOWER OIL,,"en:antioxidant, en:skin-conditioning"
CETYL HYDROXYETHYLCELLULOSE,80455-45-4,"en:emulsion-stabilising, en:film-forming, en:viscosity-controlling"
APIOS AMERICANA ROOT EXTRACT,,"en:emollient, en:humectant"
CETYL MYRISTOLEATE,,en:skin-conditioning
ISOPROPYL PPG-2 ISODECETH-7 CARBOXYLATE,,en:emollient
MAACKIA AMURENSIS BRANCH EXTRACT,,en:skin-protecting
C20-40 ALCOHOLS,222400-16-0,"en:emulsifying, en:emulsion-stabilising, en:skin-conditioning, en:stabilising"
DECAHYDRO-ISOPROPYL-DIMETHYL-PHENANTHRENE-1-METHANOL ACETATE,54200-50-9,en:perfuming
PEG-10 METHYL ETHER DIMETHICONE,68938-54-5,"en:emulsifying, en:hair-conditioning, en:skin-conditioning"
