inci_name,cas_no,function,substance
CYCLODODECYL ACETATE,6221-92-7,perfuming,
S-SCORPION OLIGOPEPTIDE-1 AMIDE,,antiseborrhoeic,
10-HYDROXY-1‚8-P-MENTHADIENE,15766-66-2,perfuming,
METHOXY PEG-100 PROPYL MELITTIN AMIDE,,antiseborrhoeic,
2-ETHYLBUTANOL,97-95-0,perfuming,
2-NONYN-1-AL DIMETHYLACETAL,13257-44-8,perfuming,
CALCIUM THIOGLYCOLATE,814-71-1,depilatory; keratolytic; reducing,
OCTAHYDRO-TETRAMETHYL-METHANO-CYCLOPENTACYCLOPROPABENZENE-4-METHANOL FORMATE,59056-70-1,perfuming,
BACILLUS/MONASCUS/ENGELHARDIA ROXBURGHIANA LEAF/SOYBEAN FERMENT FILTRATE,,antioxidant; antiseborrhoeic; emollient; skin-conditioning,
CAMELLIA SINENSIS LEAF WATER,84650-60-2,masking; perfuming; tonic,
BICYCLOPENTYLONE,4884-24-6,perfuming,
VACCINIUM MACROCARPON FRUIT WATER,91770-88-6,masking; perfuming,
BUTYL RESORCINOL BIS-SUCCINOYLPHYTOSPHINGOSINE,,antimicrobial; skin-protecting,
LAVANDULA HYBRIDA BARREME HERB OIL,93685-88-2,perfuming,
1‚1-DIMETHYL-3-PHENYLPROPYL ISOBUTYRATE,10031-71-7,perfuming,
KLUYVEROMYCES/LACTOBACILLUS/PEACH KERNEL FERMENT OIL FILTRATE,,antioxidant; bleaching; hair-conditioning; skin-conditioning; skin-protecting,
OXOBUTYLPHENYL ACETATE,3572-06-3,perfuming,
NARCISSUS PSEUDO-NARCISSUS FLOWER WATER,90064-27-0,flavouring; masking; perfuming; skin-conditioning,
TERT-BUTYL DIMETHYL ACETOPHENONE,2040-10-0,perfuming,
HYDROXYMETHYL DIOXOAZABICYCLOOCTANE,6542-37-6,antimicrobial,
MORUS BOMBYCIS WOOD EXTRACT,,antimicrobial; antioxidant; astringent; emollient,
ALLYL HEPTINE CARBONATE,73157-43-4,perfuming,
RESORCINOL DIMETHYL ETHER,151-10-0,perfuming,
ORIGANUM CRETIUM HERB EXTRACT,91722-83-7,perfuming,
BIFONAZOLE,60628-96-8,antidandruff; antimicrobial,
LACTOBACILLUS/RICE/CAMELLIA SINENSIS LEAF/TARAXACUM PLATYCARPUM FERMENT EXTRACT,,bleaching; skin-conditioning,
CIS-3-HEPTENYL ACETATE,1576-78-9,perfuming,
ALPHA-METHYL-ALPHA-VINYL-BENZENEPROPANENITRILE,97384-48-0,perfuming,
HYDROLYZED GLUCOSYL STEVIOSIDE,,antidandruff; antioxidant; antiseborrhoeic; skin-conditioning,
ISOAMYL PHENETHYL ETHER,56011-02-0,perfuming,
METHOXYACETOPHENONE,100-06-1,perfuming,
5-METHYL-5-PHENYL-3-HEXANONE,4927-36-0,perfuming,
CELLULOSE GUM,9004-32-4,binding; emulsion-stabilising; film-forming; fragrance; viscosity-controlling,
DIMETHYL BENZENEBUTANOL,92585-24-5,perfuming,
ISOBUTYLAMIDO THIAZOLYL RESORCINOL,1428450-95-6,bleaching,
5-BROMO-5-NITRO-1‚3-DIOXANE,30007-47-7,preservative,
ONONIS ARVENSIS ROOT EXTRACT,,antiseborrhoeic; soothing,
TRICLOSAN,3380-34-5,deodorant; preservative,
SILVER BICARBONATE,534-16-7,antidandruff; antimicrobial,
4-METHYL-2-PHENYLETHYL-1‚3-DIOXOLANE,67634-23-5,perfuming,
ALUMINUM ZIRCONIUM TETRACHLOROHYDRATE,98106-52-6,antiperspirant; astringent; deodorant,
P-TERT-BUTYLPHENYL ACETONITRILE,3288-99-1,perfuming,
METHYL2-PHENYLMETHYLENEOCTYLIDENEAMINO BENZOATE,67924-13-4,perfuming,
HEXAHYDRO-BENZOFURANONE,6051-03-2,perfuming,
CYCLOOCTYL METHYL CARBONATE,61699-38-5,perfuming,
TRIMETHYLCYCLOPENTENYL DIMETHYLISOPENTENOL,107898-54-4,perfuming,
PHENYL BENZOATE,93-99-2,preservative,
2‚5-DIMETHYL-2-VINYLHEX-4-ENAL,56134-05-5,perfuming,
PINUS MUGO LEAF OIL,90082-72-7 / 8000-26-8,masking; perfuming,
BENZYL VALERATE,10361-39-4,perfuming,
BUTYL ISOHEXANOATE,6297-41-2,perfuming,
O-TOLUALDEHYDE,529-20-4,perfuming,
TRANS-ROSE KETONE-3,71048-82-3,perfuming,
L-MENTHANONE,14073-97-3,perfuming,
ZINC CYSTEINATE,,antimicrobial,
CARVACROL,499-75-2,perfuming,
4-ETHYLPHENOL,123-07-9,perfuming,
O-PHENYLPHENOL,90-43-7,preservative,
AMYLVINYLCARBINYL ACETATE,2442-10-6,perfuming,
LAVANDULA ANGUSTIFOLIA HERB EXTRACT,90063-37-9,perfuming,
SODIUM SALICYLATE,54-21-7,denaturant; preservative,
BURSERA FAGAROIDES WOOD OIL,92874-96-9,perfuming,
2-DIMETHYLCYCLOHEXENYL-5-METHYL-5-METHYLPROPYL-1‚3-DIOXANE,117933-89-8,perfuming,
HEXAHYDRO-METHANOINDEN-6-YL ISOBUTYRATE,68039-39-4,perfuming,
LAVANDULA OFFICINALIS EXTRACT SULFURIZED PALLADIUM SALT,97660-01-0,perfuming,
OCTAHYDRO-HEXAMETHYL-NAPHTHOXIRENE,94400-98-3,perfuming,
CITRUS NOBILIS PEEL EXTRACT,90063-83-5 / 84929-38-4,masking; perfuming; skin-conditioning,
2-MELOZOL ACETATE,64644-34-4,perfuming,
3‚7-DIMETHYL-3‚6-OCTADIENAL,55722-59-3,perfuming,
PHENYL MERCURIC ACETATE,62-38-4,preservative,
BETA-PINENES,127-91-3,perfuming,
1-METHYL-4-METHYLVINYL-CYCLOHEXENE,7705-14-8 / 6876-12-6,perfuming,
DAEMONOROPS DRACO EXTRACT,84776-31-8,astringent,
AMYLCINNAMAL DIMETHYL ACETAL,91-87-2,perfuming,
METHOXYCITRONELLAL,3613-30-7,perfuming,
CANNABIDIOL,13956-29-1,antioxidant; antiseborrhoeic; skin-conditioning; skin-protecting,
DIMETHYLAMINOSTYRYL HEPTYL METHYL THIAZOLIUM IODIDE,,antimicrobial,
ASPERGILLUS/POTATO STARCH/WHEAT FLOUR FERMENT FILTRATE,,antimicrobial; antiseborrhoeic,
NICOTIANA TABACUM LEAF OIL,84961-66-0,perfuming,
COUMAROYL TRIPEPTIDE-35,,antioxidant; bleaching; skin-protecting,
2-METHOXY-3-METHYLPYRAZINE,2847-30-5,perfuming,
EUCALYPTUS CINEREA LEAF OIL,98143-66-9,astringent; deodorant; flavouring; masking,
DIHYDROJASMONE,1128-08-1,perfuming,
AMYL CINNAMATE,3487-99-8,perfuming,
POTASSIUM PROPYLPARABEN,84930-16-5,preservative,
VERATROLE,91-16-7,perfuming,
LIPPIA ORIGANOIDES LEAF/FLOWER/STEM OIL,,antimicrobial; antioxidant; flavouring; masking; preservative,
PHYSOCARPUS AMURENSIS STEM EXTRACT,,antidandruff; antimicrobial; antioxidant; emollient; skin-conditioning,
METHOXYPHENYLAMINO PHENYLPYRAZOLE,103141-09-9,antiseborrhoeic,
CYMBOPOGON SCHOENANTHUS WATER,89998-16-3,flavouring; masking; perfuming; skin-conditioning,
DISODIUM DIHYDROXYETHYL SULFOSUCCINYLUNDECYLENATE,109840-16-6,antimicrobial; cleansing; deodorant; surfactant,
PIPER ANGUSTIFOLIUM LEAF EXTRACT,,antioxidant; astringent; skin-conditioning; skin-protecting,
EUGENIA CARYOPHYLLUS BUD WATER,,antimicrobial; antioxidant; antiplaque,
TERPENES AND TERPENOIDS SINPINE,68917-63-5,perfuming,
ISOPROPYLPHENYL-PROPIONALDEHYDE,34291-99-1,perfuming,
COMMIPHORA ERYTHREA GLABRESCENS GUM OIL,93686-00-1 / 100084-96-6,perfuming,
AMMONIUM SULFITE,10196-04-0,hair-waving-or-straightening; preservative; reducing,
CORDYLINE TERMINALIS LEAF EXTRACT,,astringent; skin-conditioning,
LAVANDULA ANGUSTIFOLIA ANGUSTIFOLIA HERB EXTRACT ACETYLATED,94334-13-1,perfuming,
METHYLENE GLYCOL,463-57-0,antimicrobial; nail-conditioning,
JUGLANS NIGRA LEAF EXTRACT,96690-56-1,astringent,
CALCIUM UNDECYLENATE,1322-14-1,antimicrobial; preservative; viscosity-controlling,
DIMETHYL-3-METHYLPENTADIENYL-OXIRANE,69103-20-4,perfuming,
CITRAL / METHYL ANTHRANILATE SCHIFF BASE,67801-47-2,perfuming,
DIHYDROTERPINYL ACETATE,80-25-1,perfuming,
ABIES ALBA SEED EXTRACT,,antimicrobial; antioxidant; bleaching; skin-conditioning; skin-protecting,
COPAIFERA RETICULATA BALSAM OIL,8001-61-4,perfuming,
ISOPROPYL PALMITATE,142-91-6,binding; emollient; masking; perfuming,
TRIMETHYLBICYCLOHEPT-3-YLIDENEPROPIONONITRILE,68804-02-4,perfuming,
ADESMIA BORONIOIDES FLOWER/LEAF/STEM OIL,,flavouring; masking; perfuming,
VERBASCOSIDE,61276-17-3,antioxidant; bleaching; chelating; skin-protecting,
SHINORINE,73112-73-9,antimicrobial; antioxidant; hair-conditioning; skin-protecting; stabilising,
ORIGANUM VULGARE FLOWER/LEAF/STEM WATER,84012-24-8,masking; perfuming,
ANIGOZANTHOS FLAVIDUS FLOWER EXTRACT,223749-17-5,antiseborrhoeic; emollient; hair-conditioning; skin-conditioning,
VIOLA MANDSHURICA FLOWER/SYRINGA VULGARIS/(SOLANUM MELONGENA/VITIS VINIFERA) FRUIT WATER,,antioxidant; antiseborrhoeic; skin-conditioning; skin-protecting,
MAHONIA AQUIFOLIUM ROOT EXTRACT,90063-76-6,astringent,
METHYL ACETYLAMINOBENZOATE,2719-08-6,perfuming,
BACILLUS/MONASCUS/VANDA COERULEA CALLUS/RICE BRAN FERMENT FILTRATE,,antiseborrhoeic; emollient; skin-conditioning,
4-THUJANOL,546-79-2,perfuming,
ABIES SIBIRICA NEEDLE EXTRACT,91697-89-1,perfuming,
LACTOBACILLUS/ALOE LEAF/ANGELICA KEISKEI/BRASSICA OLERACEA ACEPHALA LEAF/CARROT LEAF/CARROT ROOT/CUCUMBER FRUIT/GRAPEFRUIT FRUIT/LAVANDER LEAF/MELISSA OFFICINALIS LEAF/ROSEMARY LEAF/TOMATO FRUIT FERMENT FILTRATE,,antioxidant; astringent; humectant; skin-protecting,
CEDROL METHYL ETHER,19870-74-7,perfuming,
PINUS MUGO PUMILIO TWIG LEAF EXTRACT,90082-73-8,perfuming,
RH-OLIGOPEPTIDE-33,,antimicrobial; skin-protecting,
EUPHORBIA JOLKINII EXTRACT,,antimicrobial; antioxidant; antiseborrhoeic; astringent; emollient; hair-conditioning; skin-conditioning,
CENTELLA ASIATICA CALLUS EXTRACT,,antimicrobial; antioxidant; hair-conditioning; humectant; skin-protecting,
AMENTOFLAVONE,1617-53-4,antioxidant; bleaching,
ISOPROPYL-P-CRESOL,4427-56-9,perfuming,
REYNOUTRIA SACHALINENSIS SPROUT EXTRACT,,antimicrobial; antiplaque; astringent; masking; skin-conditioning; skin-protecting,
IRIS GERMANICA FLORENTINA ROOT OIL,90045-89-9,perfuming,
GUAIACUM SANCTUM GUM EXTRACT,91723-40-9,perfuming,
PHALAENOPSIS AMABILIS FLOWER EXTRACT,,bleaching; skin-protecting,
KLUYVEROMYCES/LACTOBACILLUS/EVENING PRIMROSE FLOWER OIL FERMENT FILTRATE,,antioxidant; astringent; bleaching; hair-conditioning; skin-conditioning; skin-protecting,
HYDROLYZED CAMELLIA SINENSIS LEAF EXTRACT,,antioxidant; antiseborrhoeic; bleaching; skin-conditioning,
CALCIUM PARABEN,69959-44-0,preservative,
IRIS GERMANICA FLORENTINA ROOT EXTRACT,90045-89-9,perfuming,
BACILLUS/MONASCUS/PRUNELLA VULGARIS FLOWER/LEAF/SOYBEAN FERMENT FILTRATE,,antiseborrhoeic; emollient; hair-conditioning; skin-conditioning,
ISOPENTYLCYCLOHEXANONE,16587-71-6,masking; perfuming,
AMYL CYCLOPENTANONE PROPANONE,40942-73-2,perfuming,
TRICYCLOPENTADIENE,7158-25-0,perfuming,
BUTYL PHENYLACETATE,122-43-0,perfuming,
MELISSA OFFICINALIS LEAF OIL,84082-61-1 / 8014-71-9,masking; perfuming; tonic,
ISODODECANE,31807-55-3 / 93685-81-5 / 13475-82-6,emollient; perfuming; solvent,
HEXETIDINE,141-94-6,oral-care; preservative,
TRIMETHYL-PENTYL-DIOXANE,63449-89-8,perfuming,
TRIMETHYLBICYCLO-3-HEPTEN-2-ONE,18309-32-5,perfuming,
EUCALYPTUS SMITHII LEAF EXTRACT,91771-68-5,perfuming,
POTHOMORPHE UMBELLATA LEAF EXTRACT,,antioxidant; astringent; skin-protecting,
LAVANDULA ANGUSTIFOLIA HERB OIL,90063-37-9,perfuming,
PARAFFIN,8002-74-2; 64742-51-4,perfuming; skin-conditioning; viscosity-controlling,
ALLYL CAPROATE,123-68-2,astringent; emollient; masking; perfuming,
PELARGONIUM CRISPUM STEM EXTRACT,90082-46-5,perfuming,
HETEROSIGMA AKASHIWO CELL EXTRACT,,antimicrobial; antioxidant; hair-conditioning; skin-protecting,
TRIMETHYLUNDECENAL,141-13-9,perfuming,
BULNESIA SARMIENTOI EXTRACT ACETYLATED,94333-88-7,perfuming,
DIMETHYL-4-ISOHEPTENAL DIMETHYL ACETAL,67674-46-8,perfuming,
OSTRICH EGG YOLK EXTRACT,,antimicrobial; emollient; skin-conditioning,
PHENYLACETALDEHYDE DIETHYL ACETAL,6314-97-2,perfuming,
COPAIFERA RETICULATA BALSAM EXTRACT,8001-61-4,perfuming,
LINALYL BUTYRATE,78-36-4,perfuming,
METHYL SALICYLATE,119-36-8,denaturant; perfuming; soothing,
HAMAMELIS VIRGINIANA WATER,84696-19-5,astringent; hair-conditioning; skin-conditioning; soothing,
FEVILLEA TRILOBATA SEED OIL,,astringent; skin-protecting,
BISABOLENE,495-62-5,perfuming,
ADAMANTANYL DIHYDROCAFFEAMIDE,,antioxidant; bleaching; skin-protecting,
PREGNADIENOL,21321-88-0,masking; perfuming,
RHEUM TANGUTICUM ROOT EXTRACT,,antimicrobial; humectant,
NYMPHAEA LOTUS ROOT EXTRACT,91723-04-5,astringent,
ALPINIA SPECIOSA FLOWER/ LEAF/SEED/ STEM EXTRACT,,antioxidant; preservative,
HEPTANOL,111-70-6,perfuming,
CLEOME GYNANDRA LEAF EXTRACT,,antiseborrhoeic,
CHAMOMILLA RECUTITA FLOWER/LEAF/STEM WATER,84082-60-0,masking; perfuming,
TETRAMETHYLPYRAZINE,1124-11-4,perfuming,
2‚6,432-25-7,perfuming,
PROPYL ACETATE,109-60-4,perfuming; solvent,
ROSE KETONE-3,57378-68-4,perfuming,
BENZYL BENZOATE,120-51-4,antimicrobial; perfuming; solvent,
PARFUM,,deodorant; masking; perfuming,
ROSA WICHURAIANA STEM EXTRACT,,antioxidant; astringent; emollient; hair-conditioning,
CITRONELLYL PHENYLACETATE,139-70-8,perfuming,
GERANYL BENZOATE,94-48-4,perfuming,
TRICYCLODECENYL PROPIONATE,17511-60-3,deodorant; masking; perfuming,
HEXYLOXYACETALDEHYDE DIMETHYL ACETAL,17597-95-4,perfuming,
TRIMETHYLBICYCLO-2-HEPTANONE,4695-62-9,perfuming,
ZOSTERA MARINA CALLUS EXTRACT,,antimicrobial; antioxidant; skin-conditioning,
PTEROCARPUS SOYAUXII WOOD EXTRACT,,astringent,
METHOXY-TETRAHYDRO-METHYLENEPYRANYL-PHENOL,128489-04-3,perfuming,
ANGELICA KEISKEI CALLUS EXTRACT,,antimicrobial; antioxidant; hair-conditioning; skin-conditioning,
P-ANISYL FORMATE,122-91-8,perfuming,
SALIX ALBA BARK WATER,84082-82-6,astringent; skin-conditioning; soothing; tonic,
LIQUIDAMBAR ORIENTALIS BALSAM OIL,94891-27-7,perfuming,
DECAHYDRO-HYDROXY-TETRAMETHYL-NAPHTHALENE-ETHANOL,55881-96-4,perfuming,
CITRONELLYL CROTONATE,68039-38-3,perfuming,
ISOBUTYLTHIAZOLE,18640-74-9,perfuming,
GUAIACOL PHENYLACETATE,4112-89-4,perfuming,
DECANENITRILE,1975-78-6,perfuming,
ZINC BORATE,1332-07-6,antimicrobial,
3-HEXENAL,4440-65-7,perfuming,
FOENICULUM VULGARE DULCE FRUIT OIL,84455-29-8,perfuming,
LOLIUM PERENNE LEAF EXTRACT,90063-63-1,perfuming,
2‚4-HEXADIENYL ACETATE,1516-17-2,perfuming,
PRUNUS AMYGDALUS SATIVA KERNEL OIL,90320-37-9,perfuming,
ALLYL OCTANOATE,4230-97-1,perfuming,
HEXAHYDRO-TETRAMETHYL-METHANOAZULEN-5-YL METHYL KETONE,68039-35-0,perfuming,
NERYL BUTYRATE,999-40-6,perfuming,
HELICHRYSUM ITALICUM FLOWER EXTRACT,90045-56-0,perfuming,
1-METHYL-4-METHYLVINYL-CYCLOHEXANOL,138-87-4,perfuming,
LACTOFERRICIN,146897-68-9,antimicrobial,
ZINGERONE,122-48-5,perfuming,
HYDROXYNONANONE,67801-46-1,perfuming,
8-TERT-BUTYLQUINOLINE,67634-06-4,perfuming,
BACCHARIS DRACUNCULIFOLIA HERB OIL,94406-01-6,perfuming,
FORMALDEHYDE CYCLODECYL METHYL ACETAL,42604-12-6,perfuming,
TETRAMETHYLCYCLOHEXANEPROPANOL,4361-23-3,perfuming,
AMYL ISOVALERATE,25415-62-7,perfuming,
RHEUM PALMATUM ROOT/STALK EXTRACT,90106-27-7 / 8016-55-5,astringent; skin-conditioning; tonic,
EUCALYPTUS PARVULA LEAF OIL,,astringent; deodorant; flavouring; masking,
3-DODECYLDIHYDROFURANONE,73263-36-2,perfuming,
2-HEPTYLCYCLOPENTANONE,137-03-1,masking; perfuming,
SD ALCOHOL 39-D,,astringent; solvent; viscosity-controlling,
SANTALOL,11031-45-1,perfuming,
M-TOLUALDEHYDE,620-23-5,perfuming,
TETRAHYDROLINALOOL,78-69-3,perfuming,
ISOEUGENYL ACETATE,93-29-8,perfuming,
RHODOPSEUDOMONAS SPHAEROIDES FERMENT FILTRATE,,bleaching,
ARTEMISININ,63968-64-9,antimicrobial; skin-conditioning,
ISOPROPYL BUTYRATE,638-11-9,perfuming,
GERANYLGERANIOL,24034-73-9,antimicrobial; antioxidant; humectant,
SILVER BENZOATE,532-31-0,antimicrobial,
HYDROGEN PEROXIDE,7722-84-1,antimicrobial; oxidising,
JUNIPERUS VIRGINIANA,94334-11-9,perfuming,
CISTUS SPECIES RESIN,84775-64-4,perfuming,
PHENOXYETHYL ISOBUTYRATE,103-60-6,perfuming,
PHENYLACETALDEHYDE DIHYDROGERANYL ACETAL,67634-04-2,perfuming,
4-TERT-BUTYLDIHYDROCINNAMALDEHYDE,18127-01-0,perfuming,
TETRAMETHYLBICYCLO-2-HEPTENE-2-PROPIONALDEHYDE,33885-52-8,perfuming,
HEMOCYANIN,9013-72-3,antimicrobial; antiseborrhoeic,
CYMBOPOGON WINTERIANUS HERB EXTRACT,91771-61-8,perfuming,
SAMBUCUS WILLIAMSII PHYTOPLACENTA EXTRACT,,antimicrobial; antioxidant; hair-conditioning; skin-protecting,
PIPERONYL ACETATE,326-61-4,perfuming,
7-ISOPROPYL-5-METHYLBICYCLOOCTENE-2-CARBONITRILE,68311-05-7,perfuming,
BUTETH-2 ACETATE,124-17-4,masking; perfuming; solvent; viscosity-controlling,
PROPENYL P-CYMENE,14374-92-6,perfuming,
DIBROMOCYANOACETAMIDE,10222-01-2,antimicrobial,
ANIBA ROSODORA WOOD OIL,8015-77-8,astringent; masking; skin-conditioning,
O-ALLYLOXYANISOLE,4125-43-3,perfuming,
DIANTHUS CARYOPHYLLUS FLOWER WATER,89958-29-2,masking; perfuming,
ERIGERON CANADENSIS FLOWER EXTRACT,85166-76-3,antioxidant; astringent; emollient,
CORIANDRUM SATIVUM FRUIT OIL,8008-52-4 / 84775-50-8,masking; perfuming,
BIS-RETINOYL GEROTINE BIS-HYDROXYSUCCINIMIDE,666854-47-3,antioxidant; antiseborrhoeic,
PINUS PINASTER LEAF/TWIG OIL,,antimicrobial; antiperspirant; deodorant,
TETRAMETHYL-4‚8-DECADIENENITRILE,58260-78-9,perfuming,
PINUS PUMILIO LEAF EXTRACT,97676-05-6,perfuming; tonic,
BUTYL PROPIONATE,590-01-2,perfuming,
ETHYL TRIMETHYLCYCLOPENTENE BUTENOL,28219-61-6,masking; perfuming,
JUNIPERUS OXYCEDRUS FRUIT EXTRACT,90046-02-9,masking; perfuming; tonic,
BORAGO OFFICINALIS/LAVANDULA ANGUSTIFOLIA/HYACINTHUS ORIENTALIS/SALVIA SCLAREA/(CENTAUREA CYANUS/CHAMOMILLA RECUTITA) FLOWER/CHAMOMILLA RECUTITA LEAF WATER,,antioxidant; antiseborrhoeic; skin-conditioning; skin-protecting,
DIMETHYLCYCLOHEXENYL 3-BUTENYL KETONE,56973-85-4,perfuming,
CYCLOHEXYLIDENECYCLOHEXANONE,1011-12-7,perfuming,
LYCIUM CHINENSE FRUIT/SAFFLOWER FLOWER/ROOT/PORIA COCOS EXTRACT,,bleaching,
TETRAHYDRO-DIMETHYL-BENZOFURAN-2-ONE,13341-72-5,perfuming,
METHYL OLEATE,112-62-9,emollient; perfuming; skin-conditioning,
2-DODECENOL,22104-81-0,perfuming,
HEXAHYDRO-METHANOINDEN-6-YL-ISOPENTENOL,126646-06-8,perfuming,
ISOCYCLOCITRAL,1335-66-6 / 1423-46-7 / 67634-07-5,perfuming,
CITRUS SUNKI SEED OIL,,antioxidant; bleaching; skin-conditioning,
ACETALDEHYDE ETHYL LINALYL ACETAL,40910-49-4,perfuming,
HAMAMELIS VIRGINIANA BARK/LEAF EXTRACT,84696-19-5,astringent; skin-conditioning,
THIAMINE BIS-LAURYLSULFATE,,preservative,
2-P-CRESYLOXYETHYL ACETATE,6807-11-0,perfuming,
DIISOPROPYL BENZALDEHYDE,68459-95-0,perfuming,
ETHYL VALERATE,539-82-2,perfuming,
KLUYVEROMYCES/LACTOBACILLUS/JUNIPERUS COMMUNIS FRUIT OIL FERMENT FILTRATE,,antioxidant; astringent; bleaching; skin-conditioning,
CHAMAECYPARIS FORMOSENSIS WOOD OIL,,antimicrobial; antioxidant,
JASMINUM OFFICINALE FLOWER EXTRACT,90045-94-6,masking; perfuming,
MENTHONE,89-80-5,perfuming,
TRIMETHOXY-2-VINYLTETRAHYDROPYRAN,7392-19-0,perfuming,
MENTHA CITRATA LEAF EXTRACT,85085-49-0,astringent; perfuming,
SCHISANDRA CHINENSIS PHYTOPLACENTA EXTRACT,,antimicrobial; antioxidant; antiseborrhoeic; hair-conditioning; skin-protecting,
BOTRYCHIUM TERNATUM EXTRACT,,antimicrobial; antioxidant; humectant; skin-conditioning,
AJUGA REPTANS CELL CULTURE EXTRACT,90320-26-6,antioxidant; bleaching; chelating,
PANDURATIN A,,antimicrobial; antioxidant; bleaching; deodorant; oral-care; skin-conditioning,
NERYL ISOVALERATEATE,3915-83-1,perfuming,
2-FURYLMETHANETHIOL,98-02-2,perfuming,
CARYOPHYLLENE ALCOHOL,56747-96-7,perfuming,
CHLORHEXIDINE DIGLUCONATE,18472-51-0,antimicrobial; oral-care; preservative,
HYDROLYZED COCOA FRUIT,,astringent; skin-protecting,
MAGNOLIA GRANDIFLORA BARK EXTRACT,85085-47-8,antimicrobial; antioxidant; skin-conditioning,
2‚3-DIHYDRO-2‚2,116-26-7,perfuming,
CIS-METHOXYPROPOXYHEXENE,97358-55-9,perfuming,
4-TERT-BUTYLCYCLOHEXANONE,98-53-3,perfuming,
RHEUM UNDULATUM ROOT/STALK/STEM EXTRACT,90106-31-3 / 8016-55-5,astringent; emollient; skin-conditioning; tonic,
TERMINALIA SERICEA BARK/ROOT EXTRACT,90131-49-0,astringent; skin-conditioning,
MUSK KETONE,81-14-1,masking; perfuming,
4-METHYLPENTANE-2‚3-DIONE,7493-58-5,perfuming,
TRANS-TRIMETHYLDODECATRIEN-3-OL,40716-66-3,perfuming,
MUSK CYCLOPENTENYL PROPIONATE,84012-64-6,perfuming,
PINANYL METHYL KETONE,23361-88-8,perfuming,
KLUYVEROMYCES/LACTOBACILLUS/ADANSONIA DIGITATA SEED OIL/CALOPHYLLUM INOPHYLLUM SEED OIL/OLIVE SEED OIL/ORBIGNYA OLEIFERA SEED OIL/PHASEOLUS RADIATUS SEED OIL FERMENT FILTRATE,,antioxidant; astringent; hair-conditioning; skin-conditioning,
ARTEMISIA ARBORESCENS HERB OIL,92113-09-2,perfuming,
SR-RICE POLYPEPTIDE-1,,antimicrobial; antioxidant; hair-conditioning; humectant; skin-conditioning; skin-protecting,
DIHYDROMYRCENYL ACETATE,53767-93-4,perfuming,
METHYLOCTANEDIYL DIACETATE,67634-09-7,perfuming,
DIHEXYLOXY CYCLOHEXANE,,bleaching,
2-ETHYLBUTYRIC ACID,88-09-5,perfuming,
NICOTIANA TABACUM FLOWER OIL,84961-66-0,perfuming,
DELTA-NONALACTONE,3301-94-8,perfuming,
3-HEXENYL 2-METHYLBUTYRATE,10094-41-4,perfuming,
OCTYLISOTHIAZOLINONE,26530-20-1,antimicrobial,
ALPHA-PINANOL,4948-28-1,perfuming,
DODECANE,112-40-3,perfuming,
PROPYL OCTANOATE,624-13-5,perfuming,
PHENETHYL BENZOATE,94-47-3,emollient; perfuming,
PSEUDOTSUGA MENZIESII BRANCH/LEAF OIL,97926-19-7,perfuming,
DIPTEROCARPUS TURBINATUS BALSAM EXTRACT,8030-55-5 / 93165-18-5,perfuming,
ISOBUTYL ISOBUTYRATE,97-85-8,perfuming,
5-METHOXY-M-CRESOL,3209-13-0,perfuming,
PHENYLACETALDEHYDE DIGERANYL ACETAL,67634-02-0 / 7149-23-7,perfuming,
ACETALDEHYDE DIETHYL ACETAL,105-57-7,perfuming,
LAUROYL SH-OLIGOPEPTIDE-33,,antimicrobial; antiseborrhoeic,
CITRUS MEDICA ACIDA PEEL OIL EXPRESSED,93685-55-3,perfuming,
MENTHA VIRIDIS LEAF EXTRACT,84696-51-5,flavouring; masking; perfuming,
4-ETHYL-ALPHA,134123-93-6,perfuming,
CIS-3-HEXENYL FORMATE,33467-73-1,perfuming,
TRANS-NON-2-ENAL,18829-56-6,perfuming,
CHLOROACETAMIDE,79-07-2,preservative,
P-ANISYL PROPIONATE,7549-33-9,perfuming,
2-ISOPENTENYL SALICYLATE,68555-58-8,perfuming,
ALUMINUM BENZOATE,555-32-8,antimicrobial; viscosity-controlling,
METHYL BENZODIOXOLYLETHYL-PROPENYLAMINOBENZOATE,104037-85-6,perfuming,
BRACHYCHITON ACERIFOLIUS LEAF EXTRACT,,antioxidant; flavouring; hair-conditioning; masking; perfuming; skin-conditioning,
CYPERUS SCARIOSUS RHIZOME EXTRACT,,antimicrobial,
METHYLHEPTANONE,541-85-5,perfuming,
FORMALDEHYDE CYCLODECYL ETHYL ACETAL,58567-11-6,perfuming,
PAPAVER RADICATUM CALLUS EXTRACT,,antimicrobial; antioxidant; hair-conditioning; humectant; skin-conditioning; skin-protecting,
ACHYRANTHES JAPONICA ROOT/RHUS SEMIALATA GALL/TERMINALIA CHEBULA FRUIT/GLYCYRRHIZA URALENSIS ROOT/STEM EXTRACT,,antimicrobial,
2-TERT-BUTYLCYCLOHEXANOL,13491-79-7,perfuming,
LIGUSTICUM ACUTILOBUM BRANCH EXTRACT,,bleaching,
CITRUS AURANTIUM CURRASSUVIENSIS PEEL OIL,,masking; perfuming,
ISOPENTENONE BUTYLENEGLYCOL CYCLIC ACETAL,53338-05-9,perfuming,
DIMETHYL PHENETHYL BUTYRATE,10094-34-5,perfuming,
CANDIDA BOMBICOLA/GLUCOSE/METHYL RAPESEEDATE FERMENT,,antimicrobial; antiseborrhoeic; cleansing; deodorant; skin-protecting; surfactant,
